,nodes,edges,pos
180,180,"[3356, 936, 3811, 4257, 3526, 2238, 4617, 485, 598, 601, 2199, 3470]","[0.007732139605912902, 0.02080159498173717]"
181,181,"[688, 1241, 3371, 290, 872, 350, 4649, 3706, 3565, 980, 1213, 1804, 3804]","[0.7849543894222294, 0.25145304183813]"
182,182,"[41, 2615, 1669, 2799, 2344, 3375, 2550, 4719, 2618, 570, 902, 1332, 2065, 2377, 4407, 4523]","[0.05429653722010863, 0.37370581968676153]"
183,183,"[2819, 2868, 2654, 4784, 2667, 4923, 71, 855, 1389, 2004, 2098, 3509, 4750, 4895]","[0.8428475712669223, 0.19834239471881265]"
184,184,"[2771, 426, 3613, 941, 1701, 4226, 4402, 4429]","[0.5657849480785032, 0.7388717590266611]"
185,185,"[101, 4973, 4100, 1795, 2586, 4738]","[0.6115439924496443, 0.35152016578190404]"
186,186,"[3082, 2979, 1786, 4638, 1054, 4019, 4922, 1499, 3006, 445, 789, 844, 1033, 1434, 1504, 3887, 4085, 4228, 4438, 4560, 4620, 4656]","[0.9241903716504488, 0.8203152551166187]"
187,187,"[2391, 2599, 749, 1184, 616, 786, 1337, 2763]","[0.46831076330667476, 0.7031840795085242]"
188,188,"[30, 2117, 4609, 3480, 1756, 3031, 2443, 530, 1520, 4706, 4871]","[0.7466391231381236, 0.741271553447884]"
189,189,"[117, 4414, 4555, 4718, 455, 809, 950, 1339, 1898]","[0.7657227244780201, 0.10523036758061877]"
190,190,"[2988, 4501, 2629, 2969]","[0.5916211795352244, 0.2868289357322644]"
191,191,"[1517, 1768, 1913, 4475, 2431, 4978, 1203, 279, 771, 775, 1202, 1255, 1673, 2293, 2576, 2644, 2757, 2826, 3035, 3726]","[0.4022004168901798, 0.09638249659589959]"
192,192,"[4712, 1858, 3425, 3143, 3188, 3543, 2201, 682, 370, 389, 1079, 2281, 3070, 4515]","[0.4677872205428585, 0.04659846975878157]"
193,193,"[3808, 1705, 1680, 1587, 3601, 644, 3755, 251, 1516, 1955, 1978, 2343, 2522, 3038, 3782, 4553, 4810]","[0.5376534939038671, 0.2161053666084436]"
194,194,"[2783, 2850, 2632, 2923, 3059, 1892, 228, 599, 1879, 2735, 3682, 4071]","[0.9269343050246531, 0.4189140984580595]"
195,195,"[489, 3902, 4246, 4745, 2147, 1773, 3858, 4606]","[0.6447784194492601, 0.8273320999665746]"
196,196,"[4216, 3822, 4991, 3213, 3278, 2145, 483, 2180, 2876, 3275, 3334, 3453, 4275]","[0.19726377857918875, 0.2857456714524623]"
197,197,"[2428, 2101, 4961, 3357, 1167, 2348, 802, 165, 1237, 1632, 2743, 3916, 4319, 4436]","[0.5806455842557078, 0.36438685643387314]"
198,198,"[1533, 244, 4573, 4313, 1269, 2023, 2814, 3081, 3415, 4107, 4867]","[0.45371825689591216, 0.3767373378031237]"
199,199,"[4648, 3744, 2916, 928, 4346, 4913, 2051, 3529, 3199, 414, 756, 943, 1918, 2697, 3050, 3102, 3625, 4106, 4535]","[0.6952753075435042, 0.19086110224011676]"
200,200,"[332, 2663, 477, 1642, 3954, 3813, 1848, 4490, 3547, 743, 148, 448, 643, 2156, 2679, 2858, 3141, 3148, 3308, 3314, 4909, 4955]","[0.1633493590495464, 0.21643001746840396]"
201,201,"[875, 4610, 4685, 2449, 1740, 2561, 2915, 231, 303, 1302, 2370, 2938, 3964, 4156, 4777]","[0.32800011524426087, 0.68844778144805]"
202,202,"[4, 2619, 2877, 716, 2606, 3300, 3595, 1304, 376, 525, 556, 1122, 1157, 1512, 2040, 2474, 3139, 3363, 3941, 4945, 4994]","[0.7957904077501007, 0.6971292424523111]"
203,203,"[8, 4815, 3846, 620, 3801]","[0.08383801337816266, 0.010881620018898586]"
204,204,"[463, 3949, 1135, 748, 1526, 4172, 529, 559, 830, 1314, 1432, 2060, 2525, 2587, 2896]","[0.5429743557230907, 0.9249495142999269]"
205,205,"[314, 3376, 3680, 4819, 460, 1863, 2739, 2676, 3446, 940, 1101, 1497, 2158, 2558, 2803, 4505, 4586]","[0.7748747620179952, 0.5025988605434355]"
206,206,"[790, 761, 4207, 2288, 1449, 4416, 699, 4456, 661, 2362, 1575, 1739, 2802, 3793, 3814]","[0.5783980967711027, 0.18289643652472054]"
207,207,"[29, 4472, 1906, 2556, 3570, 280, 1500, 3783, 3171, 4793, 1877, 2191]","[0.6909070460570566, 0.7461831528397426]"
208,208,"[974, 1826, 2716, 3079, 232, 2786, 44, 1060, 1115, 1407, 1436, 1530, 2011, 3236, 4015, 4471]","[0.19977693347745562, 0.5578894341487834]"
209,209,"[1118, 3343, 1182, 4307, 2485, 3142, 1388, 1125, 1085, 2430, 3020, 4440, 4598, 4647]","[0.7090008650504964, 0.29242554443320945]"
210,210,"[4368, 4276, 4786, 4615, 65, 3370]","[0.04717282535794298, 0.6685852135985835]"
211,211,"[131, 546, 378, 2657, 3475, 636, 2991, 166, 575, 959, 1949, 2213, 3175, 4362]","[0.3771702594554176, 0.5851619487922217]"
212,212,"[57, 1721, 2785, 2498, 4398, 3013, 4506, 2822, 3602, 1295, 2564, 3745, 650, 764, 934, 1196, 1348, 2144, 2237, 3053, 3092, 3651, 3965, 4756]","[0.44821320430887535, 0.32305068954189453]"
213,213,"[1168, 879, 3698, 2258]","[0.11130229592850505, 0.7637637481006512]"
214,214,"[1011, 2027, 778, 467, 3966, 625, 1792]","[0.5789072612313167, 0.4547413975331651]"
215,215,"[352, 3695, 1553, 1895, 3124]","[0.5581949740547754, 0.6302419860916754]"
216,216,"[3899, 1793, 2054, 4572, 2585, 4956, 94, 767, 3030, 3714, 3806, 3818, 4063]","[0.3320845095334384, 0.915202042052721]"
217,217,"[165, 695, 3224, 3916, 2743, 718, 1110, 1164, 1029, 1723, 1989, 2101, 2426, 2428, 3357, 3584, 3878, 4344, 4749]","[0.5556984337288163, 0.3888192131476451]"
218,218,"[2801, 1682, 4582, 3583, 917, 1689, 3069, 4033]","[0.8390077734762921, 0.37544323405837354]"
219,219,"[4231, 2413, 2311, 4775, 3398, 461, 892, 967, 1067, 1169, 2531, 2638, 3665, 4193]","[0.3304914437439145, 0.5102888535442013]"
220,220,"[4652, 4941, 4675, 2659, 4801, 1405, 129, 1995, 3157, 4325, 4405]","[0.40355198951264104, 0.6806193676601942]"
221,221,[3532],"[0.40755467546954705, 0.000729409421645455]"
222,222,"[1916, 1098, 1170, 2340, 849, 4241, 3721, 45, 531, 1579, 1608, 2252, 2273, 3725, 4283, 4487, 4724, 4832]","[0.1305368074187211, 0.6152968808056689]"
223,223,"[141, 3023, 331, 4570, 4205, 2543, 3560, 2495, 1058, 1335, 1764, 4066, 4334, 353, 377, 776, 1361, 1466, 1775, 1825, 3258, 3292, 3320, 3528, 3686, 4229, 4337, 4843, 4854]","[0.2764519006373368, 0.9171439329396966]"
224,224,"[4220, 4728, 1342, 970, 2289]","[0.6716849450273019, 0.6872915201841594]"
225,225,"[4355, 3333, 77, 1355, 2622]","[0.6405770143100675, 0.517965855493369]"
226,226,"[1104, 1134, 3132, 3125, 1501, 2469, 3615, 4946]","[0.09153225858632319, 0.4450905560348368]"
227,227,"[125, 4461, 3628, 1799, 758, 3531, 2699, 3728, 3884, 1922, 1957, 505, 590, 592, 894, 1160, 2187, 2532, 2740, 2976, 3578, 3864, 4018, 4159, 4876]","[0.19207966636510854, 0.12839439846753187]"
228,228,"[3682, 787, 2632, 599, 4071, 2850, 4427, 2783, 2735, 194, 253, 1051, 2077, 2260, 2923, 4714]","[0.8979952084299097, 0.41491279612638565]"
229,229,"[3047, 1257, 4869, 3341, 615, 765, 1398, 1513, 3034, 3048, 4151]","[0.35126666847227994, 0.8105489387848549]"
230,230,"[153, 1007, 407, 2907, 3973, 1048, 2178, 3296, 3989, 719, 944, 1277, 1631, 2309, 2440, 3748, 4078, 4190, 4245, 4771, 4833, 4861]","[0.6992161158152111, 0.85382444027148]"
231,231,"[2938, 2857, 236, 4850, 875, 1921, 3724, 677, 4685, 2828, 201, 1743, 2385, 2387, 2449, 2915, 4610, 4975]","[0.31719927481536636, 0.7137670847258352]"
232,232,"[208, 1407, 1436, 1530, 1115, 1712, 4503, 2714, 579, 974, 1585, 1826, 2716, 2786, 3062, 3380]","[0.19917353779562863, 0.5379070178697088]"
233,233,"[3913, 1479, 2077, 3723, 787, 2260, 3073, 3626]","[0.8681520869533427, 0.444319605468663]"
234,234,"[2727, 3603, 4797, 1619, 3805, 2396, 2290, 4865, 2441, 4906, 4772, 4235, 2842, 945, 2165, 4194, 2160, 3008, 1223, 437, 948, 2275, 2358, 2695, 2744, 2820, 3015, 3194, 3499, 3611, 4700, 4755]","[0.293258766561751, 0.5673285499084131]"
235,235,"[2797, 3988]","[0.43433744255739526, 0.435483322760959]"
236,236,"[231, 3724, 677, 4850, 1921, 2828, 2857, 1743, 2385, 2387, 2609, 2938, 4685]","[0.3109300791954719, 0.7190257382914579]"
237,237,"[395, 3112]","[0.6015224092227518, 0.9948198928335489]"
238,238,"[4287, 2962, 294, 565, 813, 1962, 4765]","[0.1802121548318235, 0.07823589828128841]"
239,239,"[14, 2380, 518, 3885, 2097, 2386, 2832, 259, 1087, 45, 49, 240, 2379, 2897, 3196]","[0.11624836343247835, 0.6696422786698402]"
240,240,"[2379, 2897, 259, 1263, 4062, 997, 4376, 305, 2832, 239, 478, 518, 593, 1489, 2380, 3704, 3885, 4660]","[0.13450670410403753, 0.6855320165094437]"
241,241,"[173, 4077, 3136, 4347, 4087, 85, 111, 1656, 2408, 2935, 3586, 3892, 4764]","[0.2274139921741205, 0.43295253168833625]"
242,242,"[3074, 4331, 3709, 2610, 504, 2559, 3382, 1254, 962, 1789, 2218, 2375, 3326, 3688, 4247, 4663, 4740]","[0.766698220443642, 0.8992608692356547]"
243,243,"[55, 3052, 2774, 1655, 4856, 2852, 2456, 567, 1663, 4770, 464, 1013, 1608, 1902, 2903, 3441, 4487, 4959]","[0.09952530819140626, 0.5793413555412447]"
244,244,"[198, 1269, 4867, 2023, 3081, 4107, 1971, 4573, 1253, 1533, 2177, 2251, 4313]","[0.4348728479930706, 0.3740014902277553]"
245,245,"[4673, 3258, 1142, 3686, 3510, 3288, 331, 384, 1062, 2424, 2543, 3386, 4570]","[0.2611848246906665, 0.9658796059424686]"
246,246,"[2865, 910, 1553, 500, 169, 352, 1394, 3086, 4754]","[0.5363622605385666, 0.6324327858738024]"
247,247,"[3150, 3924, 3730, 1495, 3969, 2254, 1857, 2646, 4995]","[0.4421781876920845, 0.9925644573885062]"
248,248,"[42, 828, 3417, 427, 1722, 986, 1696, 991, 3205, 1294, 1697, 2242, 3009]","[0.4410492016229153, 0.6671815318361016]"
249,249,"[342, 3071, 323, 2346, 4903, 700, 796, 3507, 3524, 3967, 4265, 4330]","[0.2609548286208312, 0.7334207084889782]"
250,250,"[3649, 3344, 4020, 2390, 1791, 4486, 4485, 1017, 2088, 2189, 2674, 3207, 3485]","[0.6051200949888901, 0.8891348068472243]"
251,251,"[1461, 3038, 4553, 1705, 2522, 3601, 193, 1516, 1587, 1680, 1978, 3147, 3755, 4222]","[0.5258748469143397, 0.23769479175373776]"
252,252,"[745, 3372, 1727, 1805, 2479, 3756, 915, 916, 1031, 1032, 1981, 2718, 3182, 3593, 3764, 4017, 4605, 4892]","[0.269740683635489, 0.02200212467550311]"
253,253,"[4071, 4427, 1051, 228, 599, 787, 2735, 2783, 2850, 3682]","[0.8877194869020282, 0.39412038065865784]"
254,254,"[3025, 1503, 1390, 1350, 1021, 1498, 59, 2484, 2775, 4279]","[0.907027053418921, 0.017570448548390072]"
255,255,"[4233, 2729, 2573, 2305, 1643, 23, 697, 947, 3151, 3972, 4000]","[0.457376217324715, 0.7847585056218169]"
256,256,"[702, 3411, 2293, 2998, 663, 3726, 589, 775, 1255, 1768, 4475, 4515, 4978]","[0.4301677605463209, 0.08427481935383696]"
257,257,"[484, 3716, 1584, 1102, 729, 4094, 1078, 1897, 3, 335, 726, 1497, 1806, 4174, 4976]","[0.8111886772922883, 0.5399865610981074]"
258,258,"[147, 3575, 1514, 1220, 549, 2242, 3418, 1337, 3000, 2763, 786, 2391, 2599, 3009, 4057, 4164, 4885]","[0.4720279462828959, 0.6714779533578809]"
259,259,"[239, 240, 2897, 2379, 1087, 3885, 518, 2832, 14, 49, 305, 997, 1263, 1489, 2380, 2386, 3196, 4062, 4376, 4660]","[0.12110468238927541, 0.68165450882085]"
260,260,"[4529, 4254, 1476, 1646, 4939]","[0.38037090989418787, 0.8634306425808104]"
261,261,"[3960, 1749, 4168, 1640, 2137, 2103, 1397, 4073, 799, 1857, 2646, 2678, 3166, 3719, 4448, 4911]","[0.4864072693116058, 0.9710136389787913]"
262,262,"[4453, 4763, 2248, 4382, 3853, 1487]","[0.6593415371552499, 0.803895928477046]"
263,263,"[3556, 2756, 4253, 2321, 499, 307, 2959, 3384, 3589, 4055, 4748]","[0.88692195773558, 0.9351954235028973]"
264,264,"[837, 2035, 4974, 4021, 4955, 2679, 2876, 3141, 3314, 4909]","[0.16086202780238712, 0.25102262564812305]"
265,265,"[3965, 2913, 1015, 1196, 2239, 4711, 2811, 1076, 57, 330, 492, 650, 1034, 1296, 1824, 2269, 2353, 2564, 2822, 3092, 3159, 3554, 3651, 3745, 4026, 4224]","[0.4937680490491302, 0.3182436276996504]"
266,266,"[3898, 1301, 1320, 3580, 2376, 574, 976, 1045, 1665, 1954, 2187, 2976, 2980, 3358, 4023, 4354]","[0.2304264874191856, 0.17195815597770636]"
267,267,"[3021, 4924, 4993, 1686, 1229, 4349, 2745, 2821, 3484, 3691, 3800, 4963]","[0.9827765003865055, 0.1710691659086505]"
268,268,"[13, 2037, 297, 1289, 4727]","[0.7940735351813215, 0.8461122512772516]"
269,269,"[6, 133, 2817, 4699, 2000, 4135, 1809, 4129, 913, 1082, 2804, 2823, 2925, 3145, 3284, 3304, 3359, 3388]","[0.8040665233403818, 0.7942520871068103]"
270,270,"[7, 3816, 1399, 1210, 2910, 1404, 4365, 91, 797, 1753, 1774, 2064, 2202, 2208, 2626, 2867, 2987, 3670, 4689, 4799]","[0.25551795332999716, 0.3052565801861079]"
271,271,"[509, 1452, 4206, 4732, 3738, 3452, 2038, 2125, 880, 164, 2565, 2769, 3259, 3719, 4420]","[0.47908973631890894, 0.9179066753999663]"
272,272,"[2078, 4733, 3877, 3118, 4101, 1783, 1802, 4524]","[0.7838432400531422, 0.951549667254657]"
273,273,"[9, 938, 845, 4291, 4271, 922, 1579, 2163, 2273, 2329]","[0.1796614977119242, 0.6022424253549608]"
274,274,"[4474, 966, 3850, 619, 4884, 2597, 3026]","[0.05382853752537897, 0.7975097765281266]"
275,275,"[72, 4698, 1490, 2209, 1124, 450, 345, 2106, 2461, 2488, 3093]","[0.48756730863556597, 0.5806796316605712]"
276,276,"[93, 3870, 3785, 3324, 3178, 4509, 998, 2364, 3067, 3468, 4311]","[0.6329318110613882, 0.09364683138923346]"
277,277,"[4914, 3117, 4888, 2034, 3329, 2648, 4357, 3948, 562, 1667, 1720, 1983, 2444, 2628, 2740, 2741, 3261, 3525, 3623, 4149]","[0.132621826394278, 0.1206000141152419]"
278,278,"[3002, 3007, 4464, 1820, 1236, 604, 711, 3227, 3501, 4047, 4450]","[0.49971394049717877, 0.2179275657693902]"
279,279,"[2849, 963, 771, 3035, 908, 4618, 3137, 2757, 1395, 1203, 126, 191, 295, 1202, 1343, 1517, 1913, 2330, 2431, 2644, 2949]","[0.37328701521500707, 0.09259856698750957]"
280,280,"[207, 2556, 4793, 3171, 4472, 1906, 3570, 3783, 29, 1500, 1551, 2191, 3276]","[0.6908997384635919, 0.7538552406838261]"
281,281,"[2800, 2631, 3279, 4499]","[0.8013310027789293, 0.013308191839668693]"
282,282,"[469, 3636, 2713, 2453, 1944, 1609, 2016, 122, 400, 1002, 1575, 1742, 3277, 3468, 4418]","[0.5936401759432812, 0.1352139461780717]"
283,283,"[887, 2871, 1770, 1811, 3260, 1235, 3163, 361, 2793, 3175]","[0.4032925465501396, 0.6088561697115212]"
284,284,"[121, 3952, 3873, 2677, 4741, 4962]","[0.1245954409492539, 0.035868333162124566]"
285,285,"[63, 1037, 2731, 3438, 834, 1549, 3369]","[0.014145478111992515, 0.5447311179438296]"
286,286,"[2921, 371, 1192, 1837, 4557, 839, 2268, 683, 951, 1139, 1318, 1939, 2084, 2670, 2764, 3491, 3701, 3770]","[0.9612196493046549, 0.6816603766396744]"
287,287,"[4664, 1356, 1297, 1864, 1003, 1521, 3826, 4218]","[0.9721012674531, 0.9295079507009417]"
288,288,"[2742, 2642, 1836, 841]","[0.34254127477003327, 0.18733613148443862]"
289,289,"[3255, 2382, 1621, 308, 3538, 1138, 404, 633, 1694, 2055, 3985, 4428]","[0.9313669407268582, 0.9021033007949512]"
290,290,"[181, 350, 1213, 4649, 3706, 872, 1804, 688, 1092, 1241, 1592, 2501, 3371, 3565]","[0.775859574552618, 0.24545478169403112]"
291,291,"[1251, 4084, 2956, 1708, 3995, 2014, 3786, 519, 108, 545, 597, 1305, 1354, 1425, 1767, 2173, 2513, 3422, 4585, 4831]","[0.3694701060162805, 0.44255499548210653]"
292,292,"[4979, 739, 2841, 4904, 4905, 1482, 2728, 1275, 4002]","[0.4343327596978196, 0.2150835952043031]"
293,293,"[1208, 4537, 4481, 2342]","[0.5150943482734647, 0.6798100897878765]"
294,294,"[2970, 3222, 918, 4287, 4702, 4493, 238, 413, 553, 813, 2184, 3349, 3891, 4217, 4587]","[0.15996501976974586, 0.07478956590948338]"
295,295,"[2849, 2757, 2644, 2949, 3137, 1120, 1602, 771, 279, 908, 963, 1202, 1203, 1395, 1552, 1913, 2126, 2214, 2330, 3035, 3766, 4268, 4618]","[0.36327599455670034, 0.11109120597705135]"
296,296,"[829, 1371, 2806, 4666, 708, 1205, 4415, 96, 1039, 1928, 2437, 2473, 3932, 4522]","[0.030995224490898643, 0.6300054256868483]"
297,297,"[13, 127, 268, 4727, 1289, 2086]","[0.8049988239043584, 0.840884906449733]"
298,298,"[1736, 3365, 4078, 1050, 3101, 719, 1007, 153, 1234, 1807, 2460, 3286, 3316, 3408, 3652, 3748, 3973, 4837]","[0.719372847604744, 0.8764413445694612]"
299,299,"[1651, 3503, 4289, 2782, 1707, 440, 2649, 2978, 3678, 3247, 453, 1024, 1179, 1589, 2121, 2601, 3029, 3582, 4280, 4563]","[0.6566007690945789, 0.2865012200349222]"
300,300,"[17, 4423, 3298, 1288, 4725, 2120, 1997, 3424, 157, 842, 1831, 2414, 2802, 4154, 4201, 4841]","[0.5320303654610666, 0.14561159509755228]"
301,301,"[2316, 860, 753, 2898, 1653, 4959]","[0.09769980480696971, 0.5334335583914377]"
302,302,"[85, 4198, 4781, 544, 173, 1112, 1149, 1429, 2295, 3401, 3488, 3777]","[0.20484890012349555, 0.46154807846624457]"
303,303,"[1740, 3964, 4610, 2915, 201, 1302, 2449, 2938, 3157, 4156, 4685]","[0.34836595782138446, 0.6888503485723033]"
304,304,"[3661, 2463, 1345, 4143, 629, 1127, 1605, 1620, 1890, 1904, 2271, 2675, 4130, 4258, 4467, 4531]","[0.5963695126700678, 0.025273924240957202]"
305,305,"[240, 2897, 1263, 997, 4376, 4062, 3704, 593, 2379, 14, 100, 259, 349, 478, 1393, 1489, 2832, 3391, 4286, 4660, 4742]","[0.1419421631127299, 0.6890725126325185]"
306,306,"[4898, 712, 3882, 1874, 1604, 656, 1872, 3403, 3435, 4680]","[0.8538554626584223, 0.2765392696165915]"
307,307,"[4253, 4442, 3556, 3384, 4055, 1158, 263, 2321, 3589, 4004, 4188, 4695]","[0.8794430050834678, 0.9099202266412175]"
308,308,"[289, 4428, 3255, 3538, 2055, 2382, 404, 1138, 1044, 1621, 1694, 4599]","[0.9398293107456496, 0.8930193594944116]"
309,309,"[4395, 1998, 870, 4726, 2990, 1945, 4971, 471, 774, 863, 1627, 2139, 3088, 4782]","[0.8112607831074019, 0.10713490499025102]"
310,310,"[3838, 2580, 3997, 992, 4433, 1772, 4400, 641, 2776, 3900, 4694]","[0.7380574446746155, 0.4530112874415372]"
311,311,"[11, 2061, 2623, 691, 1568, 3105, 1700, 898, 1832, 1835, 3923, 3620, 1732, 1509, 21, 2687, 2843, 4098, 4668, 4731]","[0.9527234830945756, 0.31906782536709166]"
312,312,"[674, 1969, 954, 159, 2019, 2329, 2651, 3718]","[0.18757228897192857, 0.6459150952168853]"
313,313,"[60, 2203, 3619, 2458, 4897, 926, 4261, 1055, 2048, 2655, 3018, 3921, 4788, 4877]","[0.4375088710789221, 0.5484674852132985]"
314,314,"[205, 3680, 1863, 460, 2676, 2739, 3376, 1101, 1497, 1818, 3446, 4586, 4819]","[0.7926598499473405, 0.4995733371527885]"
315,315,"[3671, 3397, 351, 602, 4997, 4964, 615, 679, 1513, 2179, 2941, 3215, 3362, 3796, 3843, 4504, 4593]","[0.30341353106061886, 0.7795027359085289]"
316,316,"[2751, 4920, 585, 3169, 1780, 53, 1065, 1299, 1378, 1691, 1725, 1813, 3679, 3827, 4184, 4568]","[0.8957144811093004, 0.20112330643486498]"
317,317,"[1333, 421, 2492, 4123, 2555, 1056, 3209, 3289, 3337, 4215, 4589, 4891]","[0.8202072486575783, 0.9797127555786145]"
318,318,"[134, 1026, 630, 2355, 3085, 2234, 1325, 1059, 1103, 1656, 2665, 3648, 4408, 4821]","[0.18027479627784204, 0.42514539556661246]"
319,319,"[39, 3631, 3187, 1842, 4424, 1943, 1303, 1281, 1554, 2070, 3083, 3097, 4722]","[0.35789463176780334, 0.9651522905175004]"
320,320,"[3770, 654, 1662, 3701, 2914, 904, 2670, 4773, 1612, 1139, 2268, 4508]","[0.9778864785194689, 0.7149589916629906]"
321,321,"[3342, 4761, 2086, 4845, 869, 2546, 4727, 411, 128, 2166, 2407, 3545]","[0.8293731154658229, 0.8230987914716391]"
322,322,"[3973, 3989, 3748, 153, 1007, 1048, 2178, 4771]","[0.6968513261795216, 0.8855633213532951]"
323,323,"[249, 3071, 3507, 4903, 342, 796, 700, 2346, 2400, 3524, 4330, 4953]","[0.26081649781675964, 0.7396876072713242]"
324,324,"[4469, 2272, 3191, 737, 4203, 516, 423, 529, 830, 905, 1314, 1502, 1569, 1639, 1699, 2525, 3617, 3962]","[0.5214288134828616, 0.8804057607204215]"
325,325,"[3730, 3150]","[0.43630417084374573, 0.9648698629269371]"
326,326,"[2361, 3673, 687, 2821, 3908, 2680, 861, 1610, 2029, 2331, 2824, 4045, 4327, 4937]","[0.9729218580778, 0.11949305386211218]"
327,327,"[3826, 1356, 4218, 1003, 1864, 4811]","[0.9388687369235347, 0.9294708850051807]"
328,328,"[2962, 4765, 592, 590, 505, 565, 715, 1922, 1962, 3728, 4667]","[0.1947619334054823, 0.09208107995750259]"
329,329,"[2174, 3890, 1838, 596, 3798, 1197, 4169]","[0.5881205577463007, 0.7645094772824987]"
330,330,"[2913, 2811, 4711, 1034, 2269, 3159, 1076, 4069, 2353, 914, 4224, 265, 1525, 1601, 2074, 4026, 4483]","[0.5119964780325501, 0.30177995493878773]"
331,331,"[223, 2543, 1335, 353, 3258, 4570, 776, 245, 1058, 1084, 1764, 2495, 3023, 3292, 3510, 3528, 3560, 3686, 4066, 4205, 4334]","[0.2829100349414404, 0.9353972805673748]"
332,332,"[200, 743, 3813, 3308, 1642, 4490, 2858, 448, 477, 3148, 1848, 643, 2156, 3547, 148, 2421, 2663, 3954, 4909]","[0.1670936634884458, 0.2067421381579414]"
333,333,"[2354, 1374, 877, 2870, 2746, 4536, 2164, 1313, 1312, 2738, 3757, 1097, 1212, 1459, 1936, 2026, 2682, 2895, 3049, 3360, 3610, 4473]","[0.9679957379607659, 0.052078047891291]"
334,334,"[1318, 2764, 3897, 2025, 951, 1939, 2084, 3352, 4557]","[0.9798229353522221, 0.6545994086842205]"
335,335,"[2069, 1078, 2544, 1806, 4812, 729, 3980, 3115, 2392, 257, 484, 1102, 1897, 2053, 2104, 3016, 3588, 3592, 4174, 4343, 4976]","[0.787582462378332, 0.564605235760668]"
336,336,[2737],"[0.7636825021325716, 0.13545507589938122]"
337,337,"[1678, 3353, 1186, 2148, 2092, 2912, 3523, 4260]","[0.5880669766107126, 0.902351880227286]"
338,338,"[833, 2957, 4552, 3009, 2810, 1697, 2243, 84, 147, 828, 986, 2793, 4345, 4789]","[0.4354087631807758, 0.6301996330772324]"
339,339,"[2123, 4847, 694, 2617, 4940, 4212, 4571, 4624]","[0.6215476311552585, 0.5939390113211076]"
340,340,"[4352, 641, 533, 1005, 1637, 3022, 3838, 4171, 4425]","[0.7103556117710569, 0.4355863293400909]"
341,341,"[1704, 2215, 408, 2730, 1752, 3871, 4131]","[0.03459813267390599, 0.0902021993522597]"
342,342,"[249, 323, 4953, 700, 796, 3071, 4330, 3507, 486, 2385, 3843, 4903]","[0.2742944401628241, 0.7474136294150148]"
343,343,[1540],"[0.9822726319386772, 0.7631166475737793]"
344,344,"[428, 3386, 3541, 384, 3288, 1321, 2194, 3715, 4594, 4673]","[0.2302768116458529, 0.9753504454420419]"
345,345,"[72, 2461, 2209, 1124, 450, 1252, 2106, 4791, 275, 648]","[0.4827665171196319, 0.5599832324711241]"
346,346,"[2405, 1491, 4406, 4111, 2762, 3904, 2416, 4391, 1108, 1801, 2680, 3527, 3568, 4925]","[0.9416607656652649, 0.13010418245394395]"
347,347,"[2087, 4512, 1278, 742, 1546, 1641, 3231]","[0.2227707185161153, 0.6067600068605821]"
